Series Name,Series Code,Country Name,Country Code,2010 [YR2010]
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,35.9983829028347
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (excluding high income),SSA,35.996591747836
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,35.9983829028347
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sudan,SDN,33.089
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Suriname,SUR,66.344
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sweden,SWE,85.056
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Switzerland,CHE,73.607
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Syrian Arab Republic,SYR,55.6
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Tajikistan,TJK,26.52
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Tanzania,TZA,28.114
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Thailand,THA,43.856
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Timor-Leste,TLS,27.732
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Togo,TGO,37.533
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Tonga,TON,23.389
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Trinidad and Tobago,TTO,54.025
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Tunisia,TUN,66.657
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Turkiye,TUR,70.825
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Turkmenistan,TKM,48.491
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Turks and Caicos Islands,TCA,90.228
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Tuvalu,TUV,54.796
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Uganda,UGA,19.383
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ukraine,UKR,68.596
Urban population (% of total population),SP.URB.TOTL.IN.ZS,United Arab Emirates,ARE,84.087
Urban population (% of total population),SP.URB.TOTL.IN.ZS,United Kingdom,GBR,81.302
Urban population (% of total population),SP.URB.TOTL.IN.ZS,United States,USA,80.772
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Upper middle income,UMC,58.9754453141764
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Uruguay,URY,94.414
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Uzbekistan,UZB,50.956
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Vanuatu,VUT,24.462
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Venezuela, RB",VEN,88.083
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Vietnam,VNM,30.417
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Virgin Islands (U.S.),VIR,94.594
Urban population (% of total population),SP.URB.TOTL.IN.ZS,West Bank and Gaza,PSE,74.149
Urban population (% of total population),SP.URB.TOTL.IN.ZS,World,WLD,51.6462671663317
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Yemen, Rep.",YEM,31.776
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zambia,ZMB,39.355
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zimbabwe,ZWE,33.196
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Afghanistan,AFG,50.5672492980957
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Africa Eastern and Southern,AFE,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Africa Western and Central,AFW,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Albania,ALB,88.103889465332
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Algeria,DZA,96.9372787475586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,American Samoa,ASM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Andorra,AND,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Angola,AGO,26.259220123291
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Antigua and Barbuda,ATG,112.795829772949
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Arab World,ARB,67.2854919433594
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Argentina,ARG,99.5012588500977
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Armenia,ARM,104.713317871094
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Aruba,ABW,95.8235397338867
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Australia,AUS,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Austria,AUT,98.8072128295898
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Azerbaijan,AZE,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Bahamas, The",BHS,89.3546295166016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bahrain,BHR,92.8556518554688
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bangladesh,BGD,51.6376991271973
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Barbados,BRB,101.90779876709
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belarus,BLR,108.225440979004
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belgium,BEL,156.861526489258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belize,BLZ,75.3095779418945
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Benin,BEN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bermuda,BMU,77.3730316162109
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bhutan,BTN,63.566478729248
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bolivia,BOL,88.7091217041016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bosnia and Herzegovina,BIH,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Botswana,BWA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Brazil,BRA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,British Virgin Islands,VGB,108.098030090332
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Brunei Darussalam,BRN,99.1756362915039
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bulgaria,BGR,90.2261962890625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Burkina Faso,BFA,21.9026908874512
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Burundi,BDI,23.2906303405762
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cabo Verde,CPV,86.9437103271484
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cambodia,KHM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cameroon,CMR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,102.398483276367
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Caribbean small states,CSS,88.7092208862305
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cayman Islands,CYM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Central African Republic,CAF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Central Europe and the Baltics,CEB,96.4292678833008
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Chad,TCD,22.5885696411133
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Channel Islands,CHI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Chile,CHL,90.008186340332
"School enrollment, secondary (% gross)",SE.SEC.ENRR,China,CHN,88.1734008789063
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Colombia,COL,97.5461196899414
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Comoros,COM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Congo, Dem. Rep.",COD,41.2102088928223
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Congo, Rep.",COG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Costa Rica,CRI,101.079742431641
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cote d'Ivoire,CIV,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Croatia,HRV,99.9010009765625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cuba,CUB,92.2487106323242
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Curacao,CUW,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cyprus,CYP,91.440803527832
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Czech Republic,CZE,94.6564178466797
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Denmark,DNK,119.496849060059
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Djibouti,DJI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominica,DMA,88.9093322753906
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominican Republic,DOM,78.154541015625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Early-demographic dividend,EAR,64.4173202514648
"School enrollment, secondary (% gross)",SE.SEC.ENRR,East Asia & Pacific,EAS,83.5847702026367
"School enrollment, secondary (% gross)",SE.SEC.ENRR,East Asia & Pacific (excluding high income),EAP,81.7863616943359
"School enrollment, secondary (% gross)",SE.SEC.ENRR,East Asia & Pacific (IDA & IBRD countries),TEA,81.6446990966797
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ecuador,ECU,92.3184280395508
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Egypt, Arab Rep.",EGY,68.90625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,El Salvador,SLV,69.1406784057617
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Equatorial Guinea,GNQ,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Eritrea,ERI,51.9933280944824
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Estonia,EST,105.289260864258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Eswatini,SWZ,65.4710464477539
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ethiopia,ETH,34.8354911804199
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Euro area,EMU,108.098503112793
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Europe & Central Asia,ECS,97.4336166381836
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Europe & Central Asia (excluding high income),ECA,89.3564834594727
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Europe & Central Asia (IDA & IBRD countries),TEC,89.9087905883789
"School enrollment, secondary (% gross)",SE.SEC.ENRR,European Union,EUU,105.082847595215
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Faroe Islands,FRO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Fiji,FJI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Finland,FIN,107.586059570313
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Fragile and conflict affected situations,FCS,43.3184509277344
"School enrollment, secondary (% gross)",SE.SEC.ENRR,France,FRA,106.424942016602
"School enrollment, secondary (% gross)",SE.SEC.ENRR,French Polynesia,PYF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Gabon,GAB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Gambia, The",GMB,50.1289482116699
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Georgia,GEO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Germany,DEU,103.974838256836
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ghana,GHA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Gibraltar,GIB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Greece,GRC,106.317626953125
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Greenland,GRL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Grenada,GRD,116.727569580078
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guam,GUM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guatemala,GTM,52.3304595947266
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea,GIN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea-Bissau,GNB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guyana,GUY,90.1407775878906
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Haiti,HTI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Heavily indebted poor countries (HIPC),HPC,36.4648590087891
"School enrollment, secondary (% gross)",SE.SEC.ENRR,High income,HIC,101.84602355957
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Honduras,HND,65.8347396850586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Hong Kong SAR, China",HKG,88.0387802124023
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Hungary,HUN,97.0814895629883
"School enrollment, secondary (% gross)",SE.SEC.ENRR,IBRD only,IBD,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iceland,ISL,107.314346313477
"School enrollment, secondary (% gross)",SE.SEC.ENRR,IDA & IBRD total,IBT,67.1275634765625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,IDA blend,IDB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,IDA only,IDX,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,IDA total,IDA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,63.1161994934082
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Indonesia,IDN,76.4262466430664
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Iran, Islamic Rep.",IRN,80.5879592895508
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iraq,IRQ,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ireland,IRL,118.096908569336
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Isle of Man,IMN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Israel,ISR,103.230827331543
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Italy,ITA,102.903816223145
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jamaica,JAM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Japan,JPN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jordan,JOR,80.0805206298828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kazakhstan,KAZ,98.4799270629883
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kiribati,KIR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Dem. People's Rep.",PRK,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Rep.",KOR,96.3649597167969
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kosovo,XKX,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kuwait,KWT,97.8717727661133
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kyrgyz Republic,KGZ,87.5779495239258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lao PDR,LAO,46.9580001831055
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Late-demographic dividend,LTE,87.5920867919922
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latin America & Caribbean,LCN,89.3992233276367
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latin America & Caribbean (excluding high income),LAC,89.6278915405273
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latin America & the Caribbean (IDA & IBRD countries),TLA,89.3755187988281
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latvia,LVA,102.822158813477
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Least developed countries: UN classification,LDC,38.9597396850586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lebanon,LBN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lesotho,LSO,56.2611503601074
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liberia,LBR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Libya,LBY,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liechtenstein,LIE,108.879280090332
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lithuania,LTU,105.068267822266
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Low & middle income,LMY,66.9881286621094
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Low income,LIC,37.8260307312012
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lower middle income,LMC,60.1334609985352
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Luxembourg,LUX,101.290657043457
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Macao SAR, China",MAC,87.7839279174805
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Madagascar,MDG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malawi,MWI,33.980770111084
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malaysia,MYS,77.2670288085938
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Maldives,MDV,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mali,MLI,39.2860984802246
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malta,MLT,104.241119384766
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Marshall Islands,MHL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritania,MRT,20.7517700195313
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritius,MUS,89.2469635009766
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,87.0699234008789
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Micronesia, Fed. Sts.",FSM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Middle East & North Africa,MEA,75.0123062133789
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Middle East & North Africa (excluding high income),MNA,72.2981262207031
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Middle East & North Africa (IDA & IBRD countries),TMN,72.0363998413086
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Middle income,MIC,70.4065170288086
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Moldova,MDA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Monaco,MCO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mongolia,MNG,91.5193481445313
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Montenegro,MNE,100.354598999023
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Morocco,MAR,63.290828704834
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mozambique,MOZ,25.2264099121094
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Myanmar,MMR,48.1374702453613
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Namibia,NAM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nauru,NRU,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nepal,NPL,57.6313209533691
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Netherlands,NLD,122.079109191895
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Caledonia,NCL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Zealand,NZL,119.064720153809
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nicaragua,NIC,73.4324188232422
